"sampling_area","month","region","habitat","season","sex","class","unique_id","species","prey_1","prey_2","prey_3","prey_4","prey_5","prey_6","prey_7","prey_8","prey_9","prey_10","prey_11","prey_12","prey_13","prey_14","prey_15","prey_16","prey_17","prey_18","prey_19","prey_20","prey_21","prey_22","prey_23","prey_24","prey_25","prey_26","prey_27","prey_28","prey_29","prey_30","prey_31","prey_32","prey_33","prey_34","prey_35","prey_36","prey_37","prey_38","prey_39","prey_40","prey_41","prey_42","prey_43","prey_44","prey_45","prey_46","prey_47","prey_48","prey_49","prey_50","prey_51","prey_52","prey_53","prey_54","prey_55","prey_56","prey_57","prey_58","prey_59","prey_60"
"Area_01","mars","montain","slow-stream","Winter","M","H-1","F0404","Cichla_ocellaris",0,0.74,0.98,0.18,0.76,0.59,0.44,0.47,0.4,0.91,0.1,0.94,0,0.96,0.56,0,0.74,0.07,0.87,0.33,0,0.1,0,0,0.47,0.47,0.79,0,0.2,0.85,0.81,0.55,0.57,0,0.18,0.75,0,0.95,0,0.53,0.91,0,0,0,0.58,0.08,0,0.61,0.82,0,0,0.54,0,0,0.78,0.32,0.3,0,0,0.84
"Area_05","fevrier","plains","estuary","Winter","M","K-4","F0405","Prochilodus_lineatus",0,0.36,0.84,0,0.95,0.59,0,0,0.82,0,0.96,0.54,0.24,0,0.52,0,0,0.74,0.61,0.39,0.89,0.64,0.28,0,0.3,0,0,0.77,0.91,0.53,0.34,0,0,0.61,0.02,0.72,0.97,0.78,0,0.56,0,0,0,0,0,0,0,0,0.42,0,0,0.68,0.36,0,0.84,0.43,0,0.12,0.73,0.8
"Area_07","avril","plains","fast-stream","Summer","F","I-2","F0406","Cichla_ocellaris",0,0.86,0.1,0.25,0.89,0.54,0,0,0,0.21,0.08,0.72,0.43,0.6,0,0.81,0,0,0.44,0.06,0,0.92,0,0.33,0.22,0.18,0.54,0.72,0.02,0.42,0.61,0.19,0.59,0,0.16,0.83,0,0.3,0.73,0,0,0,0,0,0.2,0.06,0.41,0.42,0.8,0.95,0.85,0,0.7,0,0.83,0.67,0,0,0,0.22
"Area_06","avril","plains","slow-stream","Autumn","F","H-1","F0407","Astyanax_fasciatus",0.38,0.81,0,0,0.39,0,0.34,0,0.5,0.59,0.28,0.35,0.28,0.51,0.55,0.53,0,0.96,0,0.44,0,0.64,0.92,0,0.99,0,0.07,0,0,0,0.74,0,0.87,0.23,0.37,0.2,0.3,0,0.55,0.74,0,0.41,0.99,0.74,0.71,0,0,0.9,0.93,0.74,0.59,0,0.95,0.19,0.22,0.58,0.48,0.97,0.05,0.72
"Area_07","juin","pothole","sky","Winter","M","L-5","F0408","Geophagus_brasiliensis",0,0.19,0.14,0.08,0.71,0.99,0,0,0.35,0,0,0.13,0.95,0,0,0,0.32,0,0.95,0,0,0.27,0.71,0.93,0.06,0.62,0.29,0,0,0.74,0,0,0.32,0,0.7,0.71,0.33,0,0,0.85,0.66,0.92,0.47,0.91,0,0,0.04,0.5,0.65,0.69,0,0.8,0.58,0,0.86,0.58,0.56,0,0.87,0.13
"Area_06","juin","valley","fast-stream","Autumn","F","L-5","F0409","Rhamdia_quelen",0.67,0.06,0.18,0.83,0.73,0.43,0.12,0.12,0.05,0.86,0,0,0.86,0.1,0,0.35,0.03,0,0.41,0.06,0.81,0.31,0.32,0.67,0.45,0.34,0,0.28,0.61,0,0.35,0,0.54,0.43,0.89,0.34,0,0,0,0.64,0.76,0,0,0,0,0.57,0,0.83,0,0,0,0.91,0,0,0.93,0.2,0,0,0,0.63
"Area_01","mars","montain","estuary","Spring","F","I-2","F0410","Geophagus_brasiliensis",0,0.92,0,0,0.37,0.4,0.06,0.28,0,0.18,0,0.64,0,0,0,0.54,0,0,0.43,0,0.92,0.06,0.28,0.35,0.08,0.3,0.43,0.9,0.43,0.33,0,0,0.07,0.71,0,0,0,0.16,0.47,0,0,0.14,0,0.04,0.27,0.95,0.99,0,0.68,0.14,0.94,0.28,0.07,0.16,0,0.91,0.12,0.29,0.19,0.22
"Area_04","septembre","pothole","marine","Winter","F","J-3","F0411","Prochilodus_lineatus",0,0,0.03,0,0,0.2,0.37,0.26,0.49,0.92,0,0.11,0.62,0.8,0,0.74,0.74,0,0,0,0.42,0.34,0.87,0.36,0.65,0.79,0.6,0,0,0,0,0.84,0.66,0.33,0,0,0,0.58,0.61,0,0,0.3,0.66,0.93,0.67,0.29,0.59,0.3,0,0,0.02,0.48,0.95,0,0.95,0.05,0.08,0.08,0.53,0.58
"Area_02","mai","montain","sky","Autumn","M","K-4","F0412","Geophagus_brasiliensis",0.94,0.45,0,0.42,0.99,0.41,0.61,0.98,0.17,0.27,0.75,0.7,0.59,0.32,0.52,0.46,0,0,0.04,0.19,0.82,0.79,0.09,0.09,0.02,0.42,0.15,0.34,0,0,0.53,0,0.66,0.75,0.04,0,0,0.63,0.13,0.71,0,0,0.84,0,0,0.8,0.45,0.88,0.75,0,0.31,0.06,0,0.99,0,0.33,0.3,0.42,0.58,0.26
"Area_06","mai","pothole","sky","Autumn","F","J-3","F0413","Geophagus_brasiliensis",0.54,0.89,0,0.55,0,0.57,0,0.77,0.6,0.95,0.37,0.83,0.65,0.14,0.26,0,0.22,0,0.48,0,0,0.25,0.95,0,0,0,0.12,0.68,0.48,0.97,0.26,0.95,0,0.56,0.3,0.15,0.81,0,0.39,0.19,0,0.01,0.81,0.17,0.73,0.2,1,0,0,0,0,0.41,0,0.82,0.92,0.38,0.42,0,0.96,0
"Area_02","aout","valley","fast-stream","Spring","M","M-6","F0414","Astyanax_fasciatus",0.39,0,0.9,0.72,0.33,0.6,0.72,0.02,0.19,0.59,0,0,0.27,0,0.28,0.45,0.61,0.78,0.23,0,0,0,0,0.1,0.3,0,0.96,0.99,0,0.17,0.82,0,0.91,0.99,0,0.85,0,0.07,0,0,0.12,0,0.1,0,0.58,0,0.83,0.49,0,0,0.99,0.57,0,0,0,0.53,0.47,0.84,0,0
"Area_04","mai","montain","marine","Summer","M","J-3","F0415","Hoplias_malabaricus",0.46,0.5,0.38,0,0,0.8,0,0.39,0.39,0,0.27,0,0.92,0.24,0.81,0,0.29,0,0.11,0,0,0.84,0.79,0.7,0,0,0.82,0.04,0.47,0.66,0.06,0,0,0,0,0.9,0.73,0.6,0.52,0.54,0.83,0.81,0,0.26,0.84,0.22,0.95,0.78,0.71,0.99,0,0,0.61,0.88,0.65,0.62,0,0.98,0.32,0.79
"Area_01","mai","plains","fast-stream","Autumn","F","N-7","F0416","Pimelodus_maculatus",0,0.75,0.07,0,0.13,0.84,0,0.34,0,0.47,0,0.85,0.69,0,0.37,0.91,0,0.94,0.91,0.52,0.89,0,0.81,0.07,0.05,0.42,0,0,0.21,0,0.97,0,0.05,0.68,0.85,0.24,0,0.44,0,0.09,0.36,0,0,0.91,0.68,0.65,0,0.74,0.84,0.93,0.8,0.82,0,0,0,0.38,0.31,0.57,0,0.54
"Area_04","mars","montain","lake","Autumn","M","N-7","F0417","Hoplias_malabaricus",0,0.39,0.43,0,0,0,0,0.11,0.72,0.04,0.05,0,0.95,0.2,0,0,0,0.09,0,0,0.96,0,0.9,0,0.81,0.19,0.82,0,0.85,0.13,0.34,0,0,0.93,0,0,0,0.38,0.92,0.14,0,0.54,0.9,0,0,0,0.36,0.62,0.17,0.5,0.78,0.99,0.36,0.93,0,0,0,0,0,0
"Area_05","decembre","pothole","slow-stream","Autumn","M","I-2","F0418","Pimelodus_maculatus",0,0,0.65,0,0.26,0.5,0,0.17,0.05,0.99,0.45,0.71,1,0.1,0.05,0.92,0.5,0,0.3,0.02,0,0,0.15,0,0,0.19,0.81,0.35,0.1,0.65,0.38,0.65,0.72,0.6,0.96,0.89,0.71,0,0.64,0,0.49,0.53,0,0.96,0.93,0.33,0.99,0.28,0.56,0.11,0.68,0.86,0,0,0.57,0.95,0,0.74,0.29,0.6
"Area_05","juillet","montain","fast-stream","Autumn","M","I-2","F0419","Astyanax_fasciatus",0,0,0.91,0,0,0.26,0.92,0,0.13,0,0.2,0.61,0.48,0.61,0.85,0.13,0.16,0,0.63,0,0.61,0.24,0.05,0,0.7,0,0,0.85,0,0.51,0.4,0,0.2,0.36,0.17,0.39,0,0.39,0.75,0.32,0.09,0.65,0.3,0,0.19,0,0,0.62,0.77,0.35,0.2,0,0,0,0,0,0.03,0,0.81,0
"Area_03","janvier","valley","lake","Spring","M","I-2","F0420","Pimelodus_maculatus",0,0.23,0.65,0.15,0,0.52,0,0,0.8,0,0,0.04,0,0.71,0.62,0.88,0.4,0.89,0.76,0,0.7,0,0.27,0.94,0.07,0.22,0.2,0.31,0.59,0.3,0.29,0.96,0,0.63,0.31,0.45,0,0,0.76,0.03,0.49,0.43,0,0,0.69,0,0.62,0.88,0,0.33,0.76,0,0,0,0,0.5,0.2,0,0.73,0.67
"Area_07","fevrier","montain","river","Winter","F","L-5","F0421","Astyanax_fasciatus",0.38,0,0.22,0,0.55,0,0.91,0.91,0.64,0.08,0.05,0,0.43,0,0.26,0,0.57,0,0,0.39,0.73,0,0.65,0,0.89,0,0.8,0.34,0,0,0,0,0.69,0,0,0.98,0.37,0,0.84,0.67,0,0,0.04,0.42,0.24,0,0.19,0.17,0,0.56,0,0,0.33,0,0,0.05,0,0,0.71,0.36
"Area_05","janvier","montain","marine","Autumn","F","K-4","F0422","Rhamdia_quelen",0.1,0.81,0.81,0,0.35,0,0.93,0,0.86,0.55,0,0,0,0.51,0,0.12,0,0.11,0,0.7,0,0,0.77,0.42,0,0,0.35,0.91,0,0.71,0,0.79,0.28,0.3,0.96,0.21,0.77,0,0,0.86,0.08,0.98,0,0.43,0,0.25,0,0.91,0.94,0.16,0.95,0,0,0.54,0.35,0,0.83,0.08,0.81,0.01
"Area_05","novembre","plains","river","Autumn","F","J-3","F0423","Leporinus_friderici",0,0,0.75,0.9,0.7,0.26,0,0.59,0,0,0.7,0.95,0.59,0.51,0.87,0.83,0.55,0.72,0,0.29,0,0,0,0,0.49,1,0.81,0.37,0.12,0.61,0,0.88,0,0,0.43,0,0.43,0,0,0.94,0,0.4,0.17,0.11,0.98,0,0,0.05,0.44,0,0.95,0.03,0,0.75,0.61,0.94,0,0.86,0.51,0.44
"Area_03","aout","pothole","sky","Summer","M","N-7","F0424","Leporinus_friderici",0.48,0,0.82,0,0.7,0,0.65,0.48,0,0,0.96,0.71,0.67,0.5,0.82,0,0.78,0.11,0,0,0.75,0.84,0.23,0.97,0,0,0,0.15,0,0,0.96,0.38,0.41,0.58,0,0.48,0.86,1,0,0.16,0.39,0,0.47,0.75,0,0.75,0.11,0.7,0,0.39,0.31,0.27,0,0,0.54,0.36,1,0,0.74,0.92
"Area_01","janvier","plains","estuary","Winter","M","I-2","F0425","Rhamdia_quelen",0,0,0.59,0.47,0,0.8,0.78,0.45,0,0.62,0.49,0.81,0,0,0.49,0.71,0,0.86,0,0.5,0,0.63,0,0,0.76,0.16,0.61,0,0.31,0.89,0.71,0.49,0.1,0.77,0,0.27,0.6,0.59,0,0.16,0,0,0,0,0.99,0.9,0.45,0,0.68,0,0.52,0.79,0,0.52,0.35,0.03,0.69,0.7,0.36,0.11
"Area_03","fevrier","valley","river","Winter","F","J-3","F0426","Rhamdia_quelen",0.87,0,0.55,0,0.95,0,0,0.43,0.47,0.47,0,0.6,0.47,0.9,0.31,0.42,0.22,0.29,0.1,0.3,0.24,0.4,0.9,0.45,0,0.92,0.41,0.81,0.8,0,0.01,0,0,0,0.65,0.71,0,0.38,0.19,0.57,0.4,0.94,0,0,0,0.52,0,0,0.63,0.23,0,0.43,0.33,0.15,0,0.82,0,0.15,0,0.77
"Area_04","octobre","valley","sky","Spring","F","I-2","F0427","Rhamdia_quelen",0,0,0.35,0.4,0.97,0.06,0.63,0.01,0,0.34,0.37,0,0.21,0,0.5,0.19,0.85,0.57,0.66,0.63,0,0.81,0.33,0,0.03,0.91,0.7,0.25,0,0.33,0,0.4,0.6,0,0,0.34,0,0,0.61,0,0,0.92,0.39,0.42,0.03,0,0,0,0.53,0.27,0.32,0.93,0,0.2,0.97,0,0.83,0.88,0.74,0
"Area_02","fevrier","pothole","river","Spring","M","K-4","F0428","Hoplias_malabaricus",0.91,0.3,0.06,0.06,0.37,0.63,0.66,0,0.76,0.5,0,0.34,0.94,0,0.44,0.46,0,0.19,0.82,0.51,0.77,0.2,0,0.73,0.63,0,0,0.32,0.98,0.51,0.98,0.56,0,0,0,0.4,0,0.14,0,0.14,0.24,0,0,0.87,0.98,0.57,0,0,0.7,0.46,0.44,0.65,0,0.62,0,0.04,0.19,0.09,0.83,0.41
"Area_05","juin","valley","fast-stream","Summer","F","I-2","F0429","Astyanax_fasciatus",0,0.22,0.25,0,0,0.15,0.6,0.39,0.98,0,0.38,0,0,0,0,0.43,0.11,0.68,0.93,0.24,0.42,0.41,0.16,0.13,0.7,0.46,0.2,0.64,0.54,0.63,0.68,0,0,0.83,0.94,0,0.81,0,0,0,0.78,0,0.63,0.33,0,0,0,0.51,0.77,0.28,0.06,0,0.34,0.41,0.91,0.99,0,0.96,0,0
"Area_01","decembre","pothole","estuary","Winter","M","J-3","F0430","Astyanax_fasciatus",0.47,0,0,0.28,0,0.89,0.4,0.28,0.3,0.81,0,0,0,0.78,0.19,0,0,0.36,0,0,0.51,0.84,0.89,0.44,0.77,0.95,0,0.49,0.6,0.61,0.69,0.53,0.62,0.21,0.79,0,0.35,0.13,0,0.89,0.31,0.16,0.22,0.8,0.83,0.73,0,0.55,0,0.99,0,0.16,0,0.87,0.1,0,0,0.2,0.49,0.51
"Area_07","mars","valley","river","Autumn","M","K-4","F0431","Geophagus_brasiliensis",0.45,0.89,0.04,0.02,0.6,0.46,0,0.18,0,0.92,0.16,0.74,0,0.82,0,0.64,0,0.84,0.73,0.85,0.45,0,0,0.84,0.33,0.37,0.2,0.3,0.27,0,0,0.93,0.59,0,0.78,0,0.16,0.6,0,0.5,0.92,0,0,0.2,0,0.94,0,0.62,0,0.43,0,0.48,0,0,0,0,0,0.83,0,0.28
"Area_04","aout","valley","marine","Summer","F","L-5","F0432","Leporinus_friderici",0,0.86,0.65,0,0.32,0,0.42,0.85,0.78,0.36,0.05,0.68,0.45,0.77,0.79,0.58,0.14,0.28,0.51,0.69,0,0,0,0.43,0.6,0,0.61,0,0,0.74,0,0.58,0,0,0,0.64,0,0,0.13,0.92,0.37,0.35,0.21,0,0,0,0.42,0.42,0.01,0,0,0.82,0,0.67,0.32,0.99,0.43,0.25,0.1,0.67
"Area_06","novembre","plains","marine","Summer","F","J-3","F0433","Prochilodus_lineatus",0.64,0.32,0.08,0.52,0,0.63,0,0,0.47,0.33,0.01,0.81,0.81,0,0.17,0.7,0.11,0,0,0,0,0.21,0.2,0.39,0.98,0.98,0.86,0.61,0.07,0.24,0,0,0,0.65,0.71,0.37,0,0.51,0.46,0.61,0.52,0,0.85,0.07,0,0,0.68,0,0.88,0.04,0.45,0,0.57,0.09,0,0,0.45,0.12,0,1
"Area_03","janvier","montain","marine","Autumn","M","J-3","F0434","Hoplias_malabaricus",0,0,0,0.37,1,0.91,0.77,0.35,0,0.66,0,0,0,0,0,0,0.28,0.42,0.83,0.96,0,0.9,0.74,0,0.43,0,0,0.48,0.06,0.62,0,0.71,0.67,0.88,0,0,0,0,0.31,0.61,0.33,0,0.63,0.72,0.7,0,0,0.78,0.36,0.79,0.7,0.34,0.95,0.12,0.51,0.99,0,0,0.68,0
"Area_06","novembre","pothole","fast-stream","Summer","M","H-1","F0435","Prochilodus_lineatus",0,0.04,0.66,0.63,0.01,0.37,0.38,0.35,0,0.87,0.46,0,0.01,0.24,0.31,0.14,0.42,0.3,0.13,0.93,0.22,0,0,0.92,0.89,0,0.39,0.93,0.43,0.92,0.32,0.78,0.62,0,0.89,0,0.37,0.56,0,0.71,0,0.28,0,0.69,0,0.25,0.84,0.97,0,0.61,0,0,0.7,0,0,0,0.27,0.73,0.63,0.46
"Area_01","juin","pothole","lake","Summer","F","N-7","F0436","Rhamdia_quelen",0,0.12,0,0,0.23,0.71,0,0.45,0.04,0,0.82,0,0.53,0.81,0.55,0,0.86,0,0,0.25,0,0,0,0,0.82,0.56,0.31,0.56,0.72,0,0.98,0.76,0,0.11,0,0.15,0.23,0.4,0.69,0.04,0,0,0,0,0.27,0.32,0.6,0.59,0.16,0.17,0.19,0.03,0.23,0.83,0,0,0.98,0.18,0,0
"Area_02","novembre","pothole","river","Autumn","M","J-3","F0437","Geophagus_brasiliensis",0.19,0,0,0.87,0,0.97,0,0,0.18,0.28,0,0,0.32,0,0,0.36,0.13,0,0,0,0.1,0.16,0.56,0.55,0.43,0,0,0.22,0,0.36,0.85,0.56,0,0.49,0.46,0.84,0.69,0,0.85,0.81,0.87,0.49,0.91,0,0,0,0.9,0,0.64,0.85,0.09,0.29,0,0,0,0.09,0.65,0.86,0,0.72
"Area_07","aout","pothole","lake","Summer","M","N-7","F0438","Cichla_ocellaris",0.77,0.81,0.55,0,0.63,0.41,0.15,0.52,0.66,0.63,0.92,0,0.36,0.31,0,0,0.21,0,0.22,0.59,0.08,0.47,0.97,0.42,0.74,0,0.94,0,0.64,0,0.4,0,0.05,0,0,0.91,0.47,0.89,0.5,0,0.88,0,0,0.51,0.69,0,0,0.4,0.69,0,0.46,0.82,0,0,0.51,0.15,0.74,0.28,0.12,0.32
"Area_06","janvier","plains","river","Spring","F","I-2","F0439","Hoplias_malabaricus",0.3,0.69,0.73,0.43,0,0.46,0.66,0,0.09,0.73,0,0.68,0,0,0,0.18,0.91,0,0,0.9,0,0.47,0,0.58,0,0.12,0.11,0.34,0,0.58,0,0.86,0.21,0.57,0,0,0,0.7,0.67,0.49,0,0.08,0.6,0.35,0.71,0,0,0,0.79,0.87,0,0,0,0.63,0.63,0.87,0,0.21,0.49,0
"Area_03","avril","pothole","river","Spring","M","I-2","F0440","Prochilodus_lineatus",0,0.4,0.14,0.54,0,0.74,0,0,0.28,0.55,0,0.91,0.17,0,0,0.58,0.13,0.36,0.12,0.18,0.82,0.67,0.48,0.47,0,0.99,0.84,0,0.91,0,0.52,0.04,0,0,0,0.04,0,0.33,0.07,0.47,0,0,0,0.35,0.06,0,0.95,0.55,0.06,0.86,0.2,0.39,0.41,0.65,0.63,0.72,0.95,0.39,0.18,0
"Area_03","decembre","valley","estuary","Summer","M","N-7","F0441","Geophagus_brasiliensis",0.83,0.81,0.56,0,0,0.35,0.27,0.12,0.48,0.69,0.53,0.4,0.36,0.53,0.5,0.21,0.3,0,0.7,0,0,0.91,0.45,0.76,0.18,0.94,0.17,0.8,0,0.65,0.38,0.94,0.23,0.76,0,0.06,0.23,0.14,0,0.83,0.09,0,0.02,0.71,0,0,0,0.71,0.12,0.94,0,0.32,0.27,0.9,0,0.18,0.09,0.46,0,0.86
"Area_01","aout","valley","lake","Winter","M","K-4","F0442","Geophagus_brasiliensis",0.33,0.72,0.61,0.83,0.14,0,0.32,0,0.2,0,0.41,0.6,0.87,0.59,0.75,0,0,0.9,0.98,0.92,0.32,0,0.12,0.06,0,0.35,0.31,0,0.07,0,0.25,0.46,0,0,0.12,0.61,0,0,0,0.03,0,0,0.5,0.09,0,0,0.48,0.57,0,0.94,0,0.86,0.28,0.48,0,0.58,0.11,0.52,0.43,0.98
"Area_02","mars","plains","estuary","Summer","M","I-2","F0443","Geophagus_brasiliensis",0,0.06,0.02,0.98,0.24,0.91,0,0.35,0.34,0,0.01,0,0.81,0.93,0.59,0.54,0.02,0,0,0.84,0,0.82,0.49,0.71,0.47,0,0.82,0,0,0.47,0.93,0.12,0.83,0.92,0.61,0,0.03,0.86,0,0.42,0.09,0,0.94,0.92,0,0.63,0,0.67,0.59,0,0.33,0.06,0.58,0.81,0.05,0.74,0,0.74,0,0.17
"Area_08","novembre","pothole","estuary","Spring","F","M-6","F0444","Leporinus_friderici",0.95,0.68,0.83,0.53,0,0.5,0,0.38,0.78,0.39,0,0,0.71,0.85,0,0.65,0.65,0.73,0.37,0.31,0,0,0,0.62,0,0,0,0.47,0,0.89,0,0.8,0,0,0.2,0.78,0.7,0,0,0.61,0,0.5,0.54,0.98,0.04,0.15,0.02,0,0.49,0,0,0,0.79,0.05,0.3,0.74,0,0.94,0.06,0.62
"Area_01","novembre","plains","lake","Summer","F","I-2","F0445","Pimelodus_maculatus",0,0,0.85,0.91,0,0.65,0.57,0.13,0.68,0,0,0.07,0.98,0,0.29,0.72,0.12,0,0.65,0.77,0.69,0.84,0.17,0,0,0,0,0.94,0.89,0.96,0.24,0,0,0,0,0.59,0,0.7,0.41,0,0,0,0.15,0.85,0.11,0.69,0,0.02,0.36,0,0.72,0.82,0.65,0,0,0,0.4,0.66,0.74,0.97
"Area_06","janvier","plains","river","Autumn","M","I-2","F0446","Rhamdia_quelen",0.64,0.17,0.72,0.45,0.83,0,0.19,0,0.69,0,0.69,0.82,0.24,0,0.26,0,0.45,0,0.23,0.4,0.04,0.52,0.75,0,0.16,0,0.55,0.43,0,0.96,0,0,0.86,0.92,0,0.96,0,0.47,0.8,0,0.26,0.93,0.66,0.97,0.89,0,0,0.36,0.99,0.41,0.34,0.39,0.1,0.52,0.35,0.77,0.44,0.75,0,0.63
"Area_02","juin","plains","marine","Spring","M","M-6","F0447","Prochilodus_lineatus",0.33,0,0,0.39,0.33,0,0.71,0.78,0.59,0,0.29,0.18,0.84,0.69,0.62,0.5,0.48,0.48,0,0.61,0,0.33,0,0,0,0,0,0,0.42,0.96,0.68,0.1,0.41,0,0.27,0,0,0.37,0.74,0,0.24,0.39,0,0.1,0.68,0.52,0,0.77,0.56,0.64,0,0.65,0.26,0.27,0.44,0.93,0.98,0.16,0.29,0.97
"Area_08","decembre","plains","river","Winter","M","I-2","F0448","Rhamdia_quelen",0,0.46,0.35,0,0,0.69,0.23,0,0.88,0.24,0,0.82,0.69,0.21,0.32,0,0.47,0.05,0,0.26,0.13,0.36,0,0,0.09,0.26,0,0,0.09,0.35,0.23,0,0,0,0.51,0.31,0.93,0.43,0.44,0.07,0,0.65,0,0.56,0.04,0,0,0,0.63,0.53,0,0,0,0,0.88,0.49,0.75,0,0.52,0
"Area_02","mars","valley","lake","Autumn","F","M-6","F0449","Geophagus_brasiliensis",0.08,0,0,0.79,0,0,0,0,0.57,0,0.44,0.6,0.89,0.88,0,0,0,0.9,0.04,0,0,0,0,0,0.26,0,0,0.18,0,0.92,0.36,0.29,0,0,0.91,0,0.22,0.3,0.16,0,0,0,0.22,0.29,0.69,0,0.1,0,0.42,0.66,0.46,0,0.5,0.56,0,0.38,0.38,0,0.82,0
"Area_08","mai","valley","river","Spring","F","H-1","F0450","Rhamdia_quelen",0.82,0.5,0.99,0.17,0,0,0,0.94,0,0.66,0.95,0.81,0,0,0.47,0.15,0,0.61,0,0.6,0.66,0,0.02,0.2,0,0,0.46,0.69,0,0.69,0.32,0,0.4,0.01,0.26,0.25,0,0.93,0.26,0.3,0,0.26,0.84,0.45,0.5,0,0.12,0.91,0.98,0.85,0,0.49,0.92,0.86,0.52,0,0.56,0.56,0.32,0.05
"Area_02","janvier","plains","fast-stream","Winter","F","J-3","F0451","Cichla_ocellaris",0.66,0.76,0,0.3,0,0.04,0,0,0.16,0.21,0,0.31,0.56,0,0,0.9,0.57,0,0.62,0,0.57,0,0,0.45,0.64,0,0.42,0,0,0,0.78,0.42,0.38,0.31,0.87,0.78,0,0,0,0,0,0,0.45,0.63,0,0,0,0.95,0.21,0,0,0.3,0.91,0,0.79,0.99,0.66,0.38,0,0.58
"Area_05","juin","valley","lake","Winter","F","L-5","F0452","Geophagus_brasiliensis",0.1,0.34,0.43,0.46,0,0.41,0,0.78,0,0,0,0.7,0,0,0,0,0.31,0.62,0.19,0.56,0.11,0.06,0.22,0.92,0,0.76,0.46,0.12,0.12,0.44,0.03,0.07,0.71,0.28,0,0,0.71,0.69,0.47,0,0.64,0.85,0,0.45,0,0,0.01,0.85,0.58,0,0,0,0.87,0.44,0.59,0.55,0.16,0.09,0,0.73
"Area_04","mai","montain","lake","Winter","M","K-4","F0453","Hoplias_malabaricus",0,0.32,0.88,0,0.7,0.75,0.78,0,0.04,0.87,0,0,0.93,0,0.23,0.09,0,0,0.81,0.68,0,0,0.18,0.12,0,0.1,0.77,0,0.35,0.75,0.53,0.8,0.7,0.02,0,0,0,0,0.47,0,0,0.56,0.06,0.79,0,0.06,0.49,0.21,0.91,0,0.94,0,0.5,0,0,0.3,0,0.11,0,0
"Area_06","janvier","pothole","lake","Summer","M","L-5","F0454","Rhamdia_quelen",0,0.03,0,0.1,0.65,0.92,0.27,0.5,0,0,0.45,0.03,0.37,0,0.76,0,0.58,0.01,0.17,0.37,0,0.62,0.08,0.38,0.15,0,0.51,0.26,0,0.39,0,0,0.19,0,0,0.63,0,0,0,0.52,0.27,0,0,0.36,0,0.79,0.7,0.36,0,0.27,0.49,0.73,0,0.58,0.42,0,0.76,0,0,0.44
"Area_04","aout","montain","sky","Autumn","M","H-1","F0455","Leporinus_friderici",0,0.24,0.44,0.47,0.75,0.12,0,0.23,0,0,0.39,0.31,0.08,0,0.79,0,0.75,0.7,0.08,0.72,0.27,0,0.36,0.68,0.92,0,0.54,0.58,0.94,0.27,0,0.13,0.24,0,0,0.93,0,0.22,0.58,0.19,0,0,0.79,0.39,0,0.71,0,0.16,0.2,0.05,0,0.88,0.98,0.38,0.3,0.52,0.07,0,0,0
"Area_05","septembre","pothole","slow-stream","Autumn","M","M-6","F0456","Rhamdia_quelen",0,0.31,0.69,0.93,0,0.93,0.01,0.2,0.76,0,0.94,0.83,0,0.25,0,0,0.18,0,0,0.82,0.14,0.33,0,0.39,0.04,0,0.25,0.27,0,0.93,0.15,0,0.79,0,0.81,0,0.29,0.51,0,0.97,0,0.98,0.75,0.85,0.04,0.62,0,0.68,0,0.59,0.12,0.9,0.51,0,0,0.94,0,0.94,0.88,0
"Area_04","novembre","valley","fast-stream","Winter","M","I-2","F0457","Prochilodus_lineatus",0,0.54,0.62,0,0,0,0.68,0,0,0.72,0.55,0.57,0.49,0,0,0.13,0.95,0.37,0.86,0,0.05,0,0,0.49,0,0.05,0.45,0.38,0.19,0,0.33,0.57,0,0.47,0.44,0.29,0,0.65,0,0,0.95,0,0.9,0,0.5,0.95,0,0.39,0,0.37,0.7,0.57,0.08,0.23,0.74,0,0,0,0.34,0.51
"Area_06","mai","plains","estuary","Autumn","M","J-3","F0458","Leporinus_friderici",0,0.69,0,0,0,0.25,0,0.93,0.51,0,0,0.69,0.63,0.71,0.6,0.79,0.4,0,0.84,0.46,0,0,0.04,0.32,0.52,0.43,0,0.93,0.43,0,0,0.68,0.36,0.54,0.67,0.93,0.34,0,0.27,0.02,0.41,0,0,0.77,0,0.22,0,0.31,0.45,0,0.07,0.25,0,0.73,0.65,0.63,0.91,0,0.84,0.5
"Area_01","mai","montain","slow-stream","Winter","F","L-5","F0459","Leporinus_friderici",0,0,0.7,0.06,0.87,0,0.69,0.86,0.03,0.39,0.62,0,0.18,0,0.36,0,0.46,0,0,0.39,0.83,0,0,0.04,0,0.23,0,0,0,0,0,0.89,0.73,0.16,0,0.61,0.77,0,0.36,0,0.54,0,0.87,0,0.73,0.38,0.67,0,0.86,0.58,0.66,0,0.28,0,0,0,0,0,0.76,0.17
"Area_08","novembre","pothole","estuary","Spring","F","N-7","F0460","Hoplias_malabaricus",0.22,0,0.8,0.04,0,0,0.97,0.2,0,0,0,0.07,0.19,0.25,0,0.38,0.96,0.36,0.08,0.15,0.3,0.67,0.58,0.13,0,0.6,0.58,0.03,0.65,0.69,0.04,0,0.27,0.06,0,0.36,0.39,1,0,0.07,0.52,0.48,0.85,0.8,0,0.91,0.9,0.28,0,0,0.93,0.31,0,0.88,0.01,0.58,0.41,0,0.3,0.69
