"","scenario_name","prey_item","stomachs_with_prey","total_stomachs","frequency_occurrence","total_volume_item","total_volume_all","volume_percentage","fo_times_v","iai"
"1016","sampling_area=Area_03__season=Autumn__sex=F","prey_59",8,15,53.3333333333333,3.48,301.44,1.15445859872611,61.5711252653928,0.89111097596497
"1017","sampling_area=Area_03__season=Autumn__sex=F","prey_54",9,15,60,2.9,301.44,0.962048832271762,57.7229299363057,0.835416539967159
"1018","sampling_area=Area_03__season=Autumn__sex=F","prey_14",6,15,40,3.99,301.44,1.32364649681529,52.9458598726115,0.766278619418153
"1019","sampling_area=Area_03__season=Autumn__sex=F","prey_60",7,15,46.6666666666667,2.38,301.44,0.789543524416136,36.845364472753,0.533258220530762
"1020","sampling_area=Area_03__season=Autumn__sex=F","prey_35",7,15,46.6666666666667,2.37,301.44,0.786226114649682,36.6905520169851,0.531017639772229
"1021","sampling_area=Area_03__season=Autumn__sex=M","prey_51",21,23,91.304347826087,12.79,448.47,2.85191874595848,260.392581152731,3.86424291253336
"1022","sampling_area=Area_03__season=Autumn__sex=M","prey_58",20,23,86.9565217391304,11.13,448.47,2.48177135594354,215.806204864656,3.2025781761418
"1023","sampling_area=Area_03__season=Autumn__sex=M","prey_21",18,23,78.2608695652174,11.37,448.47,2.53528664124691,198.413737141062,2.94447281908886
"1024","sampling_area=Area_03__season=Autumn__sex=M","prey_45",19,23,82.6086956521739,10.32,448.47,2.30115726804469,190.095600403691,2.82103112658528
"1025","sampling_area=Area_03__season=Autumn__sex=M","prey_44",17,23,73.9130434782609,11.11,448.47,2.47731174883493,183.105651000842,2.71729982088006
"1026","sampling_area=Area_03__season=Autumn__sex=M","prey_55",18,23,78.2608695652174,9.89,448.47,2.20527571520949,172.586795103351,2.56119931229453
"1027","sampling_area=Area_03__season=Autumn__sex=M","prey_52",18,23,78.2608695652174,9.61,448.47,2.1428412156889,167.700616880001,2.48868810830642
"1028","sampling_area=Area_03__season=Autumn__sex=M","prey_25",17,23,73.9130434782609,9.76,448.47,2.1762882690035,160.856089448085,2.38711487414846
"1029","sampling_area=Area_03__season=Autumn__sex=M","prey_60",16,23,69.5652173913043,9.97,448.47,2.22311414364394,154.651418688274,2.29503715479847
"1030","sampling_area=Area_03__season=Autumn__sex=M","prey_31",17,23,73.9130434782609,8.92,448.47,1.98898477044172,147.011917815258,2.1816664628488
"1031","sampling_area=Area_03__season=Autumn__sex=M","prey_10",18,23,78.2608695652174,8.05,448.47,1.79499186121703,140.477623921333,2.08469711465834
"1032","sampling_area=Area_03__season=Autumn__sex=M","prey_11",16,23,69.5652173913043,9.04,448.47,2.01574241309341,140.225559171715,2.08095645730975
"1033","sampling_area=Area_03__season=Autumn__sex=M","prey_46",18,23,78.2608695652174,7.84,448.47,1.74816598657658,136.812990253819,2.03031371166725
"1034","sampling_area=Area_03__season=Autumn__sex=M","prey_30",17,23,73.9130434782609,8.23,448.47,1.83512832519455,135.639919688293,2.01290526785265
"1035","sampling_area=Area_03__season=Autumn__sex=M","prey_48",15,23,65.2173913043478,9.17,448.47,2.0447298592994,133.351947345613,1.97895160884234
"1036","sampling_area=Area_03__season=Autumn__sex=M","prey_54",17,23,73.9130434782609,8.02,448.47,1.78830245055411,132.178876780086,1.96154316502773
"1037","sampling_area=Area_03__season=Autumn__sex=M","prey_6",17,23,73.9130434782609,8.01,448.47,1.7860726469998,132.014065213029,1.9590973506075
"1038","sampling_area=Area_03__season=Autumn__sex=M","prey_23",18,23,78.2608695652174,7.35,448.47,1.63890561241555,128.262178362956,1.90341910468805
"1039","sampling_area=Area_03__season=Autumn__sex=M","prey_9",18,23,78.2608695652174,7.24,448.47,1.61437777331817,126.342608346639,1.87493256026415
"1040","sampling_area=Area_03__season=Autumn__sex=M","prey_34",14,23,60.8695652173913,9.04,448.47,2.01574241309341,122.697364275251,1.82083690014603
"1041","sampling_area=Area_03__season=Autumn__sex=M","prey_41",17,23,73.9130434782609,7.43,448.47,1.65674404085,122.454994323696,1.81724011423392
"1042","sampling_area=Area_03__season=Autumn__sex=M","prey_43",18,23,78.2608695652174,6.93,448.47,1.54525386313466,120.93291102793,1.79465229870588
"1043","sampling_area=Area_03__season=Autumn__sex=M","prey_49",16,23,69.5652173913043,7.68,448.47,1.71248912970767,119.12967858836,1.76789221151979
"1044","sampling_area=Area_03__season=Autumn__sex=M","prey_7",17,23,73.9130434782609,7.02,448.47,1.56532209512342,115.69772007434,1.71696172300432
"1045","sampling_area=Area_03__season=Autumn__sex=M","prey_14",13,23,56.5217391304348,8.72,448.47,1.94438869935559,109.900230833142,1.63092660398668
"1046","sampling_area=Area_03__season=Autumn__sex=M","prey_3",14,23,60.8695652173913,8,448.47,1.78384284344549,108.581738296682,1.6113600886248
"1047","sampling_area=Area_03__season=Autumn__sex=M","prey_42",15,23,65.2173913043478,7.39,448.47,1.64782482663277,107.466836519529,1.5948148734291
"1048","sampling_area=Area_03__season=Autumn__sex=M","prey_4",15,23,65.2173913043478,7.31,448.47,1.62998639819832,106.303460752064,1.57755030105098
"1049","sampling_area=Area_03__season=Autumn__sex=M","prey_32",16,23,69.5652173913043,6.83,448.47,1.52295582759159,105.944753223763,1.57222705790106
"1050","sampling_area=Area_03__season=Autumn__sex=M","prey_28",14,23,60.8695652173913,7.79,448.47,1.73701696880505,105.731467666394,1.5690618862984
"1051","sampling_area=Area_03__season=Autumn__sex=M","prey_15",14,23,60.8695652173913,7.66,448.47,1.70802952259906,103.967014419073,1.54287728485825
"1052","sampling_area=Area_03__season=Autumn__sex=M","prey_17",14,23,60.8695652173913,7.6,448.47,1.69465070127322,103.152651381848,1.53079208419356
"1053","sampling_area=Area_03__season=Autumn__sex=M","prey_16",14,23,60.8695652173913,7.47,448.47,1.66566325506723,101.388198134527,1.50460748275341
"1054","sampling_area=Area_03__season=Autumn__sex=M","prey_22",16,23,69.5652173913043,6.46,448.47,1.44045309608224,100.205432770938,1.48705516750232
"1055","sampling_area=Area_03__season=Autumn__sex=M","prey_38",17,23,73.9130434782609,6.08,448.47,1.35572056101857,100.205432770938,1.48705516750232
"1056","sampling_area=Area_03__season=Autumn__sex=M","prey_20",15,23,65.2173913043478,6.79,448.47,1.51403661337436,98.7415182635453,1.46533058059318
"1057","sampling_area=Area_03__season=Autumn__sex=M","prey_8",14,23,60.8695652173913,7.15,448.47,1.59430954132941,97.0449286026597,1.44015307920842
"1058","sampling_area=Area_03__season=Autumn__sex=M","prey_33",14,23,60.8695652173913,6.96,448.47,1.55194327379758,94.4661123181135,1.40188327710358
"1059","sampling_area=Area_03__season=Autumn__sex=M","prey_26",15,23,65.2173913043478,6.46,448.47,1.44045309608224,93.9425932227545,1.39411421953343
"1060","sampling_area=Area_03__season=Autumn__sex=M","prey_29",15,23,65.2173913043478,6.25,448.47,1.39362722144179,90.8887318331603,1.34879471704085
"1061","sampling_area=Area_03__season=Autumn__sex=M","prey_37",14,23,60.8695652173913,6.63,448.47,1.47835975650545,89.9871156133753,1.33541467344781
"1062","sampling_area=Area_03__season=Autumn__sex=M","prey_5",13,23,56.5217391304348,7.09,448.47,1.58093072000357,89.3569537393321,1.32606303007632
"1063","sampling_area=Area_03__season=Autumn__sex=M","prey_1",13,23,56.5217391304348,7.02,448.47,1.56532209512342,88.4747271156715,1.31297072935625
"1064","sampling_area=Area_03__season=Autumn__sex=M","prey_18",13,23,56.5217391304348,6.93,448.47,1.54525386313466,87.3404357423937,1.29613777128758
"1065","sampling_area=Area_03__season=Autumn__sex=M","prey_2",14,23,60.8695652173913,6.42,448.47,1.43153388186501,87.1368449830874,1.29311647112141
"1066","sampling_area=Area_03__season=Autumn__sex=M","prey_24",13,23,56.5217391304348,6.82,448.47,1.52072602403728,85.9540796194986,1.27556415587031
"1067","sampling_area=Area_03__season=Autumn__sex=M","prey_35",12,23,52.1739130434783,7.36,448.47,1.64113541596985,85.6244564853836,1.27067252702985
"1068","sampling_area=Area_03__season=Autumn__sex=M","prey_57",13,23,56.5217391304348,6.51,448.47,1.45160211385377,82.0470760004304,1.21758396696712
"1069","sampling_area=Area_03__season=Autumn__sex=M","prey_13",13,23,56.5217391304348,6.46,448.47,1.44045309608224,81.4169141263872,1.20823232359563
"1070","sampling_area=Area_03__season=Autumn__sex=M","prey_59",14,23,60.8695652173913,5.61,448.47,1.25091979396615,76.1429439805484,1.12996626214814
"1071","sampling_area=Area_03__season=Autumn__sex=M","prey_53",13,23,56.5217391304348,6.03,448.47,1.34457154324704,75.9975220096153,1.12780819060088
"1072","sampling_area=Area_03__season=Autumn__sex=M","prey_36",12,23,52.1739130434783,5.99,448.47,1.33565232902981,69.6862084711206,1.03414788544956
"1073","sampling_area=Area_03__season=Autumn__sex=M","prey_19",12,23,52.1739130434783,5.86,448.47,1.30666488282382,68.1738199734169,1.011703941358
"1074","sampling_area=Area_03__season=Autumn__sex=M","prey_40",14,23,60.8695652173913,5.01,448.47,1.11713158070774,67.9993136082972,1.00911425550128
"1075","sampling_area=Area_03__season=Autumn__sex=M","prey_56",13,23,56.5217391304348,4.99,448.47,1.11267197359913,62.8901550295158,0.933294008474028
"1076","sampling_area=Area_03__season=Autumn__sex=M","prey_12",12,23,52.1739130434783,5.13,448.47,1.14388922335942,59.6811768709264,0.885672562997705
"1077","sampling_area=Area_03__season=Autumn__sex=M","prey_50",12,23,52.1739130434783,5.07,448.47,1.13051040203358,58.9831514104477,0.875313819570831
"1078","sampling_area=Area_03__season=Autumn__sex=M","prey_39",11,23,47.8260869565217,5.41,448.47,1.20632372288001,57.6937432681746,0.856178918518412
"1079","sampling_area=Area_03__season=Autumn__sex=M","prey_27",13,23,56.5217391304348,4.01,448.47,0.894151225277053,50.5389822982682,0.750001798392956
"1080","sampling_area=Area_03__season=Autumn__sex=M","prey_47",9,23,39.1304347826087,3.28,448.47,0.731375565812652,28.6190438796255,0.424708480501824
"1081","sampling_area=Area_03__season=Spring__sex=F","prey_59",22,26,84.6153846153846,13.87,545.12,2.54439389492222,215.29486803188,3.14415897817409
"1082","sampling_area=Area_03__season=Spring__sex=F","prey_35",21,26,80.7692307692308,11.49,545.12,2.10779277957147,170.244801426926,2.48624932766477
"1083","sampling_area=Area_03__season=Spring__sex=F","prey_15",20,26,76.9230769230769,11.68,545.12,2.14264749046082,164.819037727755,2.40701165793232
"1084","sampling_area=Area_03__season=Spring__sex=F","prey_55",22,26,84.6153846153846,10.61,545.12,1.94636043439977,164.692036756903,2.40515694004521
"1085","sampling_area=Area_03__season=Spring__sex=F","prey_18",20,26,76.9230769230769,11.47,545.12,2.10412386263575,161.855681741212,2.36373490723319
"1086","sampling_area=Area_03__season=Spring__sex=F","prey_34",20,26,76.9230769230769,11.4,545.12,2.09128265336073,160.867896412364,2.34930932366682
"1087","sampling_area=Area_03__season=Spring__sex=F","prey_8",21,26,80.7692307692308,10.82,545.12,1.98488406222483,160.317558872006,2.3412722128227
"1088","sampling_area=Area_03__season=Spring__sex=F","prey_26",20,26,76.9230769230769,11.07,545.12,2.03074552392134,156.211194147795,2.28130300113962
"1089","sampling_area=Area_03__season=Spring__sex=F","prey_17",19,26,73.0769230769231,11.55,545.12,2.11879953037863,154.8353502969,2.26121022402931
"1090","sampling_area=Area_03__season=Spring__sex=F","prey_53",20,26,76.9230769230769,10.77,545.12,1.97571176988553,151.977828452733,2.21947907156944
"1091","sampling_area=Area_03__season=Spring__sex=F","prey_49",20,26,76.9230769230769,10.5,545.12,1.9261813912533,148.167799327177,2.16383753495628
"1092","sampling_area=Area_03__season=Spring__sex=F","prey_19",22,26,84.6153846153846,9.5,545.12,1.74273554446727,147.462238378,2.15353354669458
"1093","sampling_area=Area_03__season=Spring__sex=F","prey_6",21,26,80.7692307692308,9.89,545.12,1.81427942471382,146.537953534578,2.14003532207176
"1094","sampling_area=Area_03__season=Spring__sex=F","prey_20",20,26,76.9230769230769,10,545.12,1.83445846786029,141.112189835407,2.06079765233931
"1095","sampling_area=Area_03__season=Spring__sex=F","prey_50",19,26,73.0769230769231,10.38,545.12,1.90416788963898,139.150730396695,2.0321525649718
"1096","sampling_area=Area_03__season=Spring__sex=F","prey_38",20,26,76.9230769230769,9.64,545.12,1.76841796301732,136.032151001332,1.9866089368551
"1097","sampling_area=Area_03__season=Spring__sex=F","prey_60",21,26,80.7692307692308,9.16,545.12,1.68036395656002,135.721704183694,1.98207518201995
"1098","sampling_area=Area_03__season=Spring__sex=F","prey_23",18,26,69.2307692307692,10.44,545.12,1.91517464044614,132.589013569348,1.93632547413802
"1099","sampling_area=Area_03__season=Spring__sex=F","prey_24",19,26,73.0769230769231,9.82,545.12,1.8014382154388,131.643561897451,1.92251812986735
"1100","sampling_area=Area_03__season=Spring__sex=F","prey_16",18,26,69.2307692307692,10.26,545.12,1.88215438802466,130.302996094015,1.90294055217012
"1101","sampling_area=Area_03__season=Spring__sex=F","prey_45",17,26,65.3846153846154,10.62,545.12,1.94819489286763,127.381973764422,1.8602820407667
"1102","sampling_area=Area_03__season=Spring__sex=F","prey_10",19,26,73.0769230769231,9.3,545.12,1.70604637511007,124.672619719582,1.82071472584178
"1103","sampling_area=Area_03__season=Spring__sex=F","prey_57",17,26,65.3846153846154,10.36,545.12,1.90049897270326,124.263394369059,1.81473841265
"1104","sampling_area=Area_03__season=Spring__sex=F","prey_30",16,26,61.5384615384615,10.91,545.12,2.00139418843557,123.162719288343,1.79866419096175
"1105","sampling_area=Area_03__season=Spring__sex=F","prey_2",18,26,69.2307692307692,9.68,545.12,1.77575579688876,122.936939784606,1.79536691471801
"1106","sampling_area=Area_03__season=Spring__sex=F","prey_58",18,26,69.2307692307692,9.55,545.12,1.75190783680657,121.285927163532,1.77125558218564
"1107","sampling_area=Area_03__season=Spring__sex=F","prey_4",17,26,65.3846153846154,10.04,545.12,1.84179630173173,120.425142805536,1.75868471650637
"1108","sampling_area=Area_03__season=Spring__sex=F","prey_1",19,26,73.0769230769231,8.96,545.12,1.64367478720282,120.114695987898,1.75415096167122
"1109","sampling_area=Area_03__season=Spring__sex=F","prey_21",18,26,69.2307692307692,9.18,545.12,1.68403287349574,116.586891242013,1.70263102036274
"1110","sampling_area=Area_03__season=Spring__sex=F","prey_29",18,26,69.2307692307692,9.06,545.12,1.66201937188142,115.062879591791,1.68037440571748
"1111","sampling_area=Area_03__season=Spring__sex=F","prey_12",17,26,65.3846153846154,9.33,545.12,1.71154975051365,111.909022148969,1.63431557818769
"1112","sampling_area=Area_03__season=Spring__sex=F","prey_40",16,26,61.5384615384615,9.83,545.12,1.80327267390666,110.970626086564,1.62061127379964
"1113","sampling_area=Area_03__season=Spring__sex=F","prey_54",18,26,69.2307692307692,8.52,545.12,1.56295861461696,108.20482716579,1.58021963981379
"1114","sampling_area=Area_03__season=Spring__sex=F","prey_5",19,26,73.0769230769231,7.92,545.12,1.45289110654535,106.17281163216,1.5505441536201
"1115","sampling_area=Area_03__season=Spring__sex=F","prey_46",18,26,69.2307692307692,8.28,545.12,1.51893161138832,105.156803865345,1.53570641052326
"1116","sampling_area=Area_03__season=Spring__sex=F","prey_36",17,26,65.3846153846154,8.75,545.12,1.60515115937775,104.952191190084,1.53271825392737
"1117","sampling_area=Area_03__season=Spring__sex=F","prey_42",19,26,73.0769230769231,7.81,545.12,1.43271206339888,104.69818924838,1.52900881815315
"1118","sampling_area=Area_03__season=Spring__sex=F","prey_7",17,26,65.3846153846154,8.53,545.12,1.56479307308483,102.313393240162,1.49418133782862
"1119","sampling_area=Area_03__season=Spring__sex=F","prey_48",15,26,57.6923076923077,9.18,545.12,1.68403287349574,97.1557427016775,1.41885918363562
"1120","sampling_area=Area_03__season=Spring__sex=F","prey_32",17,26,65.3846153846154,7.87,545.12,1.44371881420605,94.3969993903954,1.37857058953238
"1121","sampling_area=Area_03__season=Spring__sex=F","prey_56",18,26,69.2307692307692,7.42,545.12,1.36116818315233,94.2347203720846,1.37620067223219
"1122","sampling_area=Area_03__season=Spring__sex=F","prey_27",17,26,65.3846153846154,7.84,545.12,1.43821543880247,94.0371633063151,1.37331555551892
"1123","sampling_area=Area_03__season=Spring__sex=F","prey_28",14,26,53.8461538461538,9.44,545.12,1.73172879366011,93.2469350432368,1.36177508866582
"1124","sampling_area=Area_03__season=Spring__sex=F","prey_52",16,26,61.5384615384615,8.24,545.12,1.51159377751688,93.0211555395001,1.35847781242208
"1125","sampling_area=Area_03__season=Spring__sex=F","prey_39",15,26,57.6923076923077,8.67,545.12,1.59047549163487,91.7582014404732,1.34003367343364
"1126","sampling_area=Area_03__season=Spring__sex=F","prey_44",16,26,61.5384615384615,8.1,545.12,1.48591135896683,91.4406990133436,1.33539687871588
"1127","sampling_area=Area_03__season=Spring__sex=F","prey_41",15,26,57.6923076923077,8.62,545.12,1.58130319929557,91.2290307285904,1.33230568223737
"1128","sampling_area=Area_03__season=Spring__sex=F","prey_31",16,26,61.5384615384615,7.59,545.12,1.39235397710596,85.683321668059,1.25131633450043
"1129","sampling_area=Area_03__season=Spring__sex=F","prey_43",15,26,57.6923076923077,8.09,545.12,1.48407690049897,85.619821182633,1.25038897555688
"1130","sampling_area=Area_03__season=Spring__sex=F","prey_13",18,26,69.2307692307692,6.28,545.12,1.15203991781626,79.7566096949719,1.16476283310218
"1131","sampling_area=Area_03__season=Spring__sex=F","prey_37",15,26,57.6923076923077,7.48,545.12,1.3721749339595,79.1639384976632,1.15610748296236
"1132","sampling_area=Area_03__season=Spring__sex=F","prey_25",14,26,53.8461538461538,7.91,545.12,1.45105664807749,78.1338195118647,1.14106366010028
